"time","tripId","tripHeadsign","routeId","stopId","scheduledDepartureTime","predictedDepartureTime","scheduledArrivalTime","predictedArrivalTime","vehicleId","lastUpdateTime","distanceFromStop","numberOfStopsAway","route","day","trip","arrivalTime","departureTime","timeToScheduledArrivalMin","timeToScheduledDepartureMin","timeToArrivalMin","timeToPredictedArrivalMin","timeSinceLastUpdateMin","predictedArrivalDelayMin","arrivalDelayMin","predictedDepartureDelayMin","departureDelayMin"
1415196669240,"1_25423811","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415198038000,1415198107000,1415198038000,1415198107000,"1_4209",1415196594000,6419.3955167552,21,"44","16379","1_25423811:16379",1415198048000,1415198048000,22.8126666666667,-22.8126666666667,22.9793333333333,23.9626666666667,1.254,1.15,0.166666666666667,1.15,0.166666666666667
1415197485360,"1_25423811","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415198038000,1415198009000,1415198038000,1415198009000,"1_4209",1415197415000,2161.28859573345,7,"44","16379","1_25423811:16379",1415198048000,1415198048000,9.21066666666667,-9.21066666666667,9.37733333333333,8.72733333333333,1.17266666666667,-0.483333333333333,0.166666666666667,-0.483333333333333,0.166666666666667
1415197576026,"1_25423811","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415198038000,1415197997000,1415198038000,1415197997000,"1_4209",1415197489000,1695.69087952829,5,"44","16379","1_25423811:16379",1415198048000,1415198048000,7.69956666666667,-7.69956666666667,7.86623333333333,7.01623333333333,1.45043333333333,-0.683333333333333,0.166666666666667,-0.683333333333333,0.166666666666667
1415197636527,"1_25423811","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415198038000,1415197954000,1415198038000,1415197954000,"1_4209",1415197573000,1229.66528922351,4,"44","16379","1_25423811:16379",1415198048000,1415198048000,6.69121666666667,-6.69121666666667,6.85788333333333,5.29121666666667,1.05878333333333,-1.4,0.166666666666667,-1.4,0.166666666666667
1415197697029,"1_25423811","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415198038000,1415197954000,1415198038000,1415197954000,"1_4209",1415197573000,984.645867780779,3,"44","16379","1_25423811:16379",1415198048000,1415198048000,5.68285,-5.68285,5.84951666666667,4.28285,2.06715,-1.4,0.166666666666667,-1.4,0.166666666666667
1415197908924,"1_25423811","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415198038000,1415197995000,1415198038000,1415197995000,"1_4209",1415197840000,334.231698925199,0,"44","16379","1_25423811:16379",1415198048000,1415198048000,2.15126666666667,-2.15126666666667,2.31793333333333,1.4346,1.14873333333333,-0.716666666666667,0.166666666666667,-0.716666666666667,0.166666666666667
1415198211511,"1_25423811","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415198038000,1415198048000,1415198038000,1415198048000,"1_4209",1415198110000,-404.426236215972,-2,"44","16379","1_25423811:16379",1415198048000,1415198048000,-2.89185,2.89185,-2.72518333333333,-2.72518333333333,1.69185,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
1415198272028,"1_25423811","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415198038000,1415198048000,1415198038000,1415198048000,"1_4209",1415198110000,-443.802331289873,-2,"44","16379","1_25423811:16379",1415198048000,1415198048000,-3.90046666666667,3.90046666666667,-3.7338,-3.7338,2.70046666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
1415198665501,"1_25423812","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200001000,1415200126000,1415200001000,1415200126000,"1_4205",1415198607000,6314.93276596068,21,"44","16379","1_25423812:16379",1415199995500,1415199995500,22.2583166666667,-22.2583166666667,22.16665,24.34165,0.975016666666667,2.08333333333333,-0.0916666666666667,2.08333333333333,-0.0916666666666667
1415198786533,"1_25423812","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200001000,1415200108000,1415200001000,1415200108000,"1_4205",1415198742000,5594.50385061399,19,"44","16379","1_25423812:16379",1415199995500,1415199995500,20.2411166666667,-20.2411166666667,20.14945,22.02445,0.742216666666667,1.78333333333333,-0.0916666666666667,1.78333333333333,-0.0916666666666667
1415199360898,"1_25423812","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200001000,1415200098000,1415200001000,1415200098000,"1_4205",1415199337000,2935.38985804839,9,"44","16379","1_25423812:16379",1415199995500,1415199995500,10.6683666666667,-10.6683666666667,10.5767,12.2850333333333,0.3983,1.61666666666667,-0.0916666666666667,1.61666666666667,-0.0916666666666667
1415199360898,"1_25423813","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200781000,1415200953000,1415200781000,1415200953000,"1_4180",1415199328000,6065.9070114603,20,"44","16379","1_25423813:16379",1415200801500,1415200801500,23.6683666666667,-23.6683666666667,24.0100333333333,26.5350333333333,0.5483,2.86666666666667,0.341666666666667,2.86666666666667,0.341666666666667
1415199451647,"1_25423812","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200001000,1415200097000,1415200001000,1415200097000,"1_4205",1415199415000,2517.13199207384,8,"44","16379","1_25423812:16379",1415199995500,1415199995500,9.15588333333333,-9.15588333333333,9.06421666666667,10.7558833333333,0.610783333333333,1.6,-0.0916666666666667,1.6,-0.0916666666666667
1415199451647,"1_25423813","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200781000,1415200969000,1415200781000,1415200969000,"1_4180",1415199418000,5677.42273534666,19,"44","16379","1_25423813:16379",1415200801500,1415200801500,22.1558833333333,-22.1558833333333,22.49755,25.2892166666667,0.560783333333333,3.13333333333333,0.341666666666667,3.13333333333333,0.341666666666667
1415199512186,"1_25423812","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200001000,1415200048000,1415200001000,1415200048000,"1_4205",1415199485000,2021.2208663862,6,"44","16379","1_25423812:16379",1415199995500,1415199995500,8.1469,-8.1469,8.05523333333333,8.93023333333333,0.4531,0.783333333333333,-0.0916666666666667,0.783333333333333,-0.0916666666666667
1415199542428,"1_25423812","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200001000,1415200048000,1415200001000,1415200048000,"1_4205",1415199485000,1885.52095306239,6,"44","16379","1_25423812:16379",1415199995500,1415199995500,7.64286666666667,-7.64286666666667,7.5512,8.4262,0.957133333333333,0.783333333333333,-0.0916666666666667,0.783333333333333,-0.0916666666666667
1415200026925,"1_25423813","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200781000,1415200814000,1415200781000,1415200814000,"1_4180",1415199958000,2612.1099084931,8,"44","16379","1_25423813:16379",1415200801500,1415200801500,12.5679166666667,-12.5679166666667,12.9095833333333,13.1179166666667,1.14875,0.55,0.341666666666667,0.55,0.341666666666667
1415200057312,"1_25423812","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200001000,1415200002000,1415200001000,1415200002000,"1_4205",1415199951000,-184.988163275491,-1,"44","16379","1_25423812:16379",1415199995500,1415199995500,-0.938533333333333,0.938533333333333,-1.0302,-0.921866666666667,1.77186666666667,0.0166666666666667,-0.0916666666666667,0.0166666666666667,-0.0916666666666667
1415200148026,"1_25423814","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415201801000,1415201823000,1415201801000,1415201823000,"1_4229",1415200090000,5985.11235207059,20,"44","16379","1_25423814:16379",1415201663000,1415201663000,27.5495666666667,-27.5495666666667,25.2495666666667,27.9162333333333,0.9671,0.366666666666667,-2.3,0.366666666666667,-2.3
1415200178416,"1_25423813","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200781000,1415200713000,1415200781000,1415200713000,"1_4180",1415200138000,1780.33435358201,6,"44","16379","1_25423813:16379",1415200801500,1415200801500,10.0430666666667,-10.0430666666667,10.3847333333333,8.90973333333333,0.6736,-1.13333333333333,0.341666666666667,-1.13333333333333,0.341666666666667
1415200239108,"1_25423812","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200001000,1415199989000,1415200001000,1415199989000,"1_4205",1415200041000,-486.741904660794,-2,"44","16379","1_25423812:16379",1415199995500,1415199995500,-3.96846666666667,3.96846666666667,-4.06013333333333,-4.16846666666667,3.3018,-0.2,-0.0916666666666667,-0.2,-0.0916666666666667
1415200390463,"1_25423814","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415201801000,1415201863000,1415201801000,1415201863000,"1_4229",1415200345000,5040.31708246674,16,"44","16379","1_25423814:16379",1415201663000,1415201663000,23.50895,-23.50895,21.20895,24.5422833333333,0.757716666666667,1.03333333333333,-2.3,1.03333333333333,-2.3
1415200874522,"1_25423813","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415200781000,1415200822000,1415200781000,1415200822000,"1_4180",1415200769000,-174.8978998241,-1,"44","16379","1_25423813:16379",1415200801500,1415200801500,-1.5587,1.5587,-1.21703333333333,-0.875366666666667,1.7587,0.683333333333333,0.341666666666667,0.683333333333333,0.341666666666667
1415201086464,"1_25423814","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415201801000,1415201733000,1415201801000,1415201733000,"1_4229",1415200986000,2149.46791291452,7,"44","16379","1_25423814:16379",1415201663000,1415201663000,11.9089333333333,-11.9089333333333,9.60893333333333,10.7756,1.6744,-1.13333333333333,-2.3,-1.13333333333333,-2.3
1415201298236,"1_25423815","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415202581000,1415202732000,1415202581000,1415202732000,"1_4217",1415201258000,4856.85234317013,16,"44","16379","1_25423815:16379",1415202161000,1415202161000,21.3794,-21.3794,14.3794,23.8960666666667,0.6706,2.51666666666667,-7,2.51666666666667,-7
1415201450716,"1_25423815","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415202581000,1415202693000,1415202581000,1415202693000,"1_4217",1415201383000,4049.22173060446,13,"44","16379","1_25423815:16379",1415202161000,1415202161000,18.8380666666667,-18.8380666666667,11.8380666666667,20.7047333333333,1.1286,1.86666666666667,-7,1.86666666666667,-7
1415201632613,"1_25423814","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415201801000,1415201671000,1415201801000,1415201671000,"1_4229",1415201595000,130.405854433779,0,"44","16379","1_25423814:16379",1415201663000,1415201663000,2.80645,-2.80645,0.50645,0.639783333333333,0.626883333333333,-2.16666666666667,-2.3,-2.16666666666667,-2.3
1415201723466,"1_25423814","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415201801000,1415201600000,1415201801000,1415201600000,"1_4229",1415201685000,-382.307698608194,-2,"44","16379","1_25423814:16379",1415201663000,1415201663000,1.29223333333333,-1.29223333333333,-1.00776666666667,-2.05776666666667,0.6411,-3.35,-2.3,-3.35,-2.3
1415201784100,"1_25423815","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415202581000,1415202692000,1415202581000,1415202692000,"1_4217",1415201773000,3008.06644187858,9,"44","16379","1_25423815:16379",1415202161000,1415202161000,13.2816666666667,-13.2816666666667,6.28166666666667,15.1316666666667,0.185,1.85,-7,1.85,-7
1415201965693,"1_25423814","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415201801000,1415201726000,1415201801000,1415201726000,"1_4229",1415201865000,-544.864556045552,-2,"44","16379","1_25423814:16379",1415201663000,1415201663000,-2.74488333333333,2.74488333333333,-5.04488333333333,-3.99488333333333,1.67821666666667,-1.25,-2.3,-1.25,-2.3
1415202147308,"1_25423815","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415202581000,1415202586000,1415202581000,1415202586000,"1_4217",1415202123000,1465.35518299214,5,"44","16379","1_25423815:16379",1415202161000,1415202161000,7.2282,-7.2282,0.2282,7.31153333333333,0.405133333333333,0.0833333333333333,-7,0.0833333333333333,-7
1415202328962,"1_25423815","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415202581000,1415202609000,1415202581000,1415202609000,"1_4217",1415202244000,938.761917472784,3,"44","16379","1_25423815:16379",1415202161000,1415202161000,4.20063333333333,-4.20063333333333,-2.79936666666667,4.6673,1.41603333333333,0.466666666666667,-7,0.466666666666667,-7
1415202510435,"1_25423815","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415202581000,1415202663000,1415202581000,1415202663000,"1_4217",1415202423000,510.623482959963,1,"44","16379","1_25423815:16379",1415202161000,1415202161000,1.17608333333333,-1.17608333333333,-5.82391666666667,2.54275,1.45725,1.36666666666667,-7,1.36666666666667,-7
1415202510435,"1_25423817","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415203661000,1415203699000,1415203661000,1415203699000,"1_4209",1415202494000,3884.27943078731,12,"44","16379","1_25423817:16379",1415203696000,1415203696000,19.1760833333333,-19.1760833333333,19.7594166666667,19.8094166666667,0.273916666666667,0.633333333333333,0.583333333333333,0.633333333333333,0.583333333333333
1415202571035,"1_25423815","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415202581000,1415202642000,1415202581000,1415202642000,"1_4217",1415202515000,237.405529866624,0,"44","16379","1_25423815:16379",1415202161000,1415202161000,0.166083333333333,-0.166083333333333,-6.83391666666667,1.18275,0.933916666666667,1.01666666666667,-7,1.01666666666667,-7
1415202722389,"1_25423817","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415203661000,1415203644000,1415203661000,1415203644000,"1_4209",1415202700000,3054.56882641344,10,"44","16379","1_25423817:16379",1415203696000,1415203696000,15.6435166666667,-15.6435166666667,16.22685,15.3601833333333,0.37315,-0.283333333333333,0.583333333333333,-0.283333333333333,0.583333333333333
1415202843365,"1_25423815","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415202581000,1415202161000,1415202581000,1415202161000,"1_4217",1415202783000,-1725.09606019424,-4,"44","16379","1_25423815:16379",1415202161000,1415202161000,-4.37275,4.37275,-11.37275,-11.37275,1.00608333333333,-7,-7,-7,-7
1415203267143,"1_25423817","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415203661000,1415203639000,1415203661000,1415203639000,"1_4209",1415203161000,1242.60567840757,4,"44","16379","1_25423817:16379",1415203696000,1415203696000,6.56428333333333,-6.56428333333333,7.14761666666667,6.19761666666667,1.76905,-0.366666666666667,0.583333333333333,-0.366666666666667,0.583333333333333
1415203327707,"1_25423817","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415203661000,1415203685000,1415203661000,1415203685000,"1_4209",1415203240000,1196.02027734495,4,"44","16379","1_25423817:16379",1415203696000,1415203696000,5.55488333333333,-5.55488333333333,6.13821666666667,5.95488333333333,1.46178333333333,0.4,0.583333333333333,0.4,0.583333333333333
1415203479275,"1_25423817","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415203661000,1415203748000,1415203661000,1415203748000,"1_4209",1415203419000,898.648281817572,3,"44","16379","1_25423817:16379",1415203696000,1415203696000,3.02875,-3.02875,3.61208333333333,4.47875,1.00458333333333,1.45,0.583333333333333,1.45,0.583333333333333
1415203842814,"1_25423817","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415203661000,1415203696000,1415203661000,1415203696000,"1_4209",1415203780000,-394.27202466334,-2,"44","16379","1_25423817:16379",1415203696000,1415203696000,-3.03023333333333,3.03023333333333,-2.4469,-2.4469,1.0469,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333
1415207747598,"1_25423825","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415209601000,1415209507000,1415209601000,1415209507000,"1_4135",1415207679000,6945.17265697884,22,"44","16379","1_25423825:16379",1415209676000,1415209676000,30.8900333333333,-30.8900333333333,32.1400333333333,29.3233666666667,1.1433,-1.56666666666667,1.25,-1.56666666666667,1.25
1415207838351,"1_25423825","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415209601000,1415209525000,1415209601000,1415209525000,"1_4135",1415207767000,6604.00641255588,21,"44","16379","1_25423825:16379",1415209676000,1415209676000,29.3774833333333,-29.3774833333333,30.6274833333333,28.1108166666667,1.18918333333333,-1.26666666666667,1.25,-1.26666666666667,1.25
1415208110683,"1_25423825","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415209601000,1415209658000,1415209601000,1415209658000,"1_4135",1415208046000,5952.24060540384,20,"44","16379","1_25423825:16379",1415209676000,1415209676000,24.8386166666667,-24.8386166666667,26.0886166666667,25.7886166666667,1.07805,0.95,1.25,0.95,1.25
1415208352834,"1_25423825","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415209601000,1415209605000,1415209601000,1415209605000,"1_4135",1415208311000,4568.74201187475,15,"44","16379","1_25423825:16379",1415209676000,1415209676000,20.8027666666667,-20.8027666666667,22.0527666666667,20.8694333333333,0.697233333333333,0.0666666666666667,1.25,0.0666666666666667,1.25
1415208534202,"1_25423825","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415209601000,1415209596000,1415209601000,1415209596000,"1_4135",1415208494000,3773.98292245664,12,"44","16379","1_25423825:16379",1415209676000,1415209676000,17.7799666666667,-17.7799666666667,19.0299666666667,17.6966333333333,0.670033333333333,-0.0833333333333333,1.25,-0.0833333333333333,1.25
1415208866987,"1_25423825","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415209601000,1415209614000,1415209601000,1415209614000,"1_4135",1415208809000,2611.41916001005,8,"44","16379","1_25423825:16379",1415209676000,1415209676000,12.23355,-12.23355,13.48355,12.4502166666667,0.96645,0.216666666666667,1.25,0.216666666666667,1.25
1415209109108,"1_25423825","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415209601000,1415209603000,1415209601000,1415209603000,"1_4135",1415209047000,1693.88753955541,5,"44","16379","1_25423825:16379",1415209676000,1415209676000,8.1982,-8.1982,9.4482,8.23153333333333,1.03513333333333,0.0333333333333333,1.25,0.0333333333333333,1.25
1415209441818,"1_25423825","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415209601000,1415209663000,1415209601000,1415209663000,"1_4135",1415209412000,741.450753093792,2,"44","16379","1_25423825:16379",1415209676000,1415209676000,2.65303333333333,-2.65303333333333,3.90303333333333,3.68636666666667,0.496966666666667,1.03333333333333,1.25,1.03333333333333,1.25
1415209562899,"1_25423825","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415209601000,1415209632000,1415209601000,1415209632000,"1_4135",1415209502000,234.061790009349,0,"44","16379","1_25423825:16379",1415209676000,1415209676000,0.635016666666667,-0.635016666666667,1.88501666666667,1.15168333333333,1.01498333333333,0.516666666666667,1.25,0.516666666666667,1.25
1415209562899,"1_25423981","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210261000,1415210295000,1415210261000,1415210295000,"1_4240",1415209490000,2557.02271696993,8,"44","16379","1_25423981:16379",1415210261000,1415210261000,11.6350166666667,-11.6350166666667,11.6350166666667,12.2016833333333,1.21498333333333,0.566666666666667,0,0.566666666666667,0
1415209562899,"1_25423826","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210921000,1415211088000,1415210921000,1415211088000,"1_4215",1415209515000,5848.96773817572,19,"44","16379","1_25423826:16379",1415211132500,1415211132500,22.6350166666667,-22.6350166666667,26.1600166666667,25.41835,0.798316666666667,2.78333333333333,3.525,2.78333333333333,3.525
1415209593167,"1_25423981","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210261000,1415210212000,1415210261000,1415210212000,"1_4240",1415209575000,2144.25860734086,7,"44","16379","1_25423981:16379",1415210261000,1415210261000,11.13055,-11.13055,11.13055,10.3138833333333,0.302783333333333,-0.816666666666667,0,-0.816666666666667,0
1415209714016,"1_25423825","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415209601000,1415209676000,1415209601000,1415209676000,"1_4135",1415209593000,-124.446582567143,-1,"44","16379","1_25423825:16379",1415209676000,1415209676000,-1.8836,1.8836,-0.6336,-0.6336,2.01693333333333,1.25,1.25,1.25,1.25
1415209744341,"1_25423981","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210261000,1415210268000,1415210261000,1415210268000,"1_4240",1415209717000,1802.00687060323,6,"44","16379","1_25423981:16379",1415210261000,1415210261000,8.61098333333333,-8.61098333333333,8.61098333333333,8.72765,0.455683333333333,0.116666666666667,0,0.116666666666667,0
1415209774622,"1_25423826","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210921000,1415211045000,1415210921000,1415211045000,"1_4215",1415209751000,4653.91204345589,15,"44","16379","1_25423826:16379",1415211132500,1415211132500,19.1063,-19.1063,22.6313,21.1729666666667,0.3937,2.06666666666667,3.525,2.06666666666667,3.525
1415209835191,"1_25423826","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210921000,1415211012000,1415210921000,1415211012000,"1_4215",1415209817000,4215.91546201778,14,"44","16379","1_25423826:16379",1415211132500,1415211132500,18.0968166666667,-18.0968166666667,21.6218166666667,19.6134833333333,0.303183333333333,1.51666666666667,3.525,1.51666666666667,3.525
1415210137499,"1_25423826","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210921000,1415211121000,1415210921000,1415211121000,"1_4215",1415210098000,3477.70743983245,11,"44","16379","1_25423826:16379",1415211132500,1415211132500,13.05835,-13.05835,16.58335,16.3916833333333,0.658316666666667,3.33333333333333,3.525,3.33333333333333,3.525
1415210409731,"1_25423828","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415212121000,1415212176000,1415212121000,1415212176000,"1_4229",1415210325000,7593.42515016739,24,"44","16379","1_25423828:16379",1415212436000,1415212436000,28.52115,-28.52115,33.77115,29.4378166666667,1.41218333333333,0.916666666666667,5.25,0.916666666666667,5.25
1415210500447,"1_25423826","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210921000,1415211017000,1415210921000,1415211017000,"1_4215",1415210456000,1776.79349164615,6,"44","16379","1_25423826:16379",1415211132500,1415211132500,7.00921666666667,-7.00921666666667,10.5342166666667,8.60921666666667,0.740783333333333,1.6,3.525,1.6,3.525
1415210924050,"1_25423826","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210921000,1415211148000,1415210921000,1415211148000,"1_4215",1415210865000,748.142078307937,2,"44","16379","1_25423826:16379",1415211132500,1415211132500,-0.0508333333333333,0.0508333333333333,3.47416666666667,3.7325,0.984166666666667,3.78333333333333,3.525,3.78333333333333,3.525
1415211075276,"1_25423826","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210921000,1415211108000,1415210921000,1415211108000,"1_4215",1415210955000,110.343415290125,0,"44","16379","1_25423826:16379",1415211132500,1415211132500,-2.57126666666667,2.57126666666667,0.953733333333333,0.5454,2.0046,3.11666666666667,3.525,3.11666666666667,3.525
1415211165930,"1_25423826","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210921000,1415211153000,1415210921000,1415211153000,"1_4215",1415211045000,-40.3610538055582,-1,"44","16379","1_25423826:16379",1415211132500,1415211132500,-4.08216666666667,4.08216666666667,-0.557166666666667,-0.2155,2.0155,3.86666666666667,3.525,3.86666666666667,3.525
1415211286844,"1_25423826","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415210921000,1415211112000,1415210921000,1415211112000,"1_4215",1415211225000,-395.312538069462,-2,"44","16379","1_25423826:16379",1415211132500,1415211132500,-6.0974,6.0974,-2.5724,-2.91406666666667,1.03073333333333,3.18333333333333,3.525,3.18333333333333,3.525
1415211317112,"1_25423828","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415212121000,1415212144000,1415212121000,1415212144000,"1_4229",1415211257000,3506.36674649498,11,"44","16379","1_25423828:16379",1415212436000,1415212436000,13.3981333333333,-13.3981333333333,18.6481333333333,13.7814666666667,1.00186666666667,0.383333333333333,5.25,0.383333333333333,5.25
1415211468296,"1_25423828","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415212121000,1415212138000,1415212121000,1415212138000,"1_4229",1415211405000,2841.00511561945,9,"44","16379","1_25423828:16379",1415212436000,1415212436000,10.8784,-10.8784,16.1284,11.1617333333333,1.05493333333333,0.283333333333333,5.25,0.283333333333333,5.25
1415211680076,"1_25423828","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415212121000,1415212156000,1415212121000,1415212156000,"1_4229",1415211612000,1839.3226714597,6,"44","16379","1_25423828:16379",1415212436000,1415212436000,7.34873333333333,-7.34873333333333,12.5987333333333,7.93206666666667,1.1346,0.583333333333333,5.25,0.583333333333333,5.25
1415211921942,"1_25423828","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415212121000,1415212256000,1415212121000,1415212256000,"1_4229",1415211855000,1128.12814962172,3,"44","16379","1_25423828:16379",1415212436000,1415212436000,3.31763333333333,-3.31763333333333,8.56763333333333,5.56763333333333,1.1157,2.25,5.25,2.25,5.25
1415212163977,"1_25423828","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415212121000,1415212451000,1415212121000,1415212451000,"1_4229",1415212126000,966.002205515237,3,"44","16379","1_25423828:16379",1415212436000,1415212436000,-0.716283333333333,0.716283333333333,4.53371666666667,4.78371666666667,0.63295,5.5,5.25,5.5,5.25
1415212315387,"1_25423828","UNIVERSITY OF WASHINGTON MEDICAL CENTER, WALLINGFORD","1_100224","1_29240",1415212121000,1415212466000,1415212121000,1415212466000,"1_4229",1415212304000,503.979057254452,1,"44","16379","1_25423828:16379",1415212436000,1415212436000,-3.23978333333333,3.23978333333333,2.01021666666667,2.51021666666667,0.189783333333333,5.75,5.25,5.75,5.25
